STD,Year,State,County,State FIPS,County FIPS,Rate,Rate Category
Primary and secondary syphilis,2021,Illinois,Pulaski County,17,153,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Putnam County,17,155,18.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Illinois,Randolph County,17,157,6.6,6.6–15.4
Primary and secondary syphilis,2021,Illinois,Richland County,17,159,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Rock Island County,17,161,7.7,6.6–15.4
Primary and secondary syphilis,2021,Illinois,St. Clair County,17,163,22.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Illinois,Saline County,17,165,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Sangamon County,17,167,16.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Illinois,Schuyler County,17,169,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Scott County,17,171,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Shelby County,17,173,4.8,0.1–6.5
Primary and secondary syphilis,2021,Illinois,Stark County,17,175,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Stephenson County,17,177,4.5,0.1–6.5
Primary and secondary syphilis,2021,Illinois,Tazewell County,17,179,6.1,0.1–6.5
Primary and secondary syphilis,2021,Illinois,Union County,17,181,5.9,0.1–6.5
Primary and secondary syphilis,2021,Illinois,Vermilion County,17,183,16.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Illinois,Wabash County,17,185,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Warren County,17,187,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Washington County,17,189,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Wayne County,17,191,6.3,0.1–6.5
Primary and secondary syphilis,2021,Illinois,White County,17,193,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Whiteside County,17,195,0.0,0.0
Primary and secondary syphilis,2021,Illinois,Will County,17,197,5.7,0.1–6.5
Primary and secondary syphilis,2021,Illinois,Williamson County,17,199,6.0,0.1–6.5
Primary and secondary syphilis,2021,Illinois,Winnebago County,17,201,15.2,6.6–15.4
Primary and secondary syphilis,2021,Illinois,Woodford County,17,203,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Adams County,18,1,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Allen County,18,3,2.3,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Bartholomew County,18,5,2.4,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Benton County,18,7,11.5,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Blackford County,18,9,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Boone County,18,11,1.4,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Brown County,18,13,6.4,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Carroll County,18,15,4.9,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Cass County,18,17,5.3,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Clark County,18,19,16.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Indiana,Clay County,18,21,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Clinton County,18,23,12.1,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Crawford County,18,25,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Daviess County,18,27,12.0,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Dearborn County,18,29,2.0,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Decatur County,18,31,11.4,6.6–15.4
Primary and secondary syphilis,2021,Indiana,DeKalb County,18,33,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Delaware County,18,35,7.2,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Dubois County,18,37,2.3,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Elkhart County,18,39,5.3,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Fayette County,18,41,4.3,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Floyd County,18,43,13.7,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Fountain County,18,45,18.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Indiana,Franklin County,18,47,4.4,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Fulton County,18,49,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Gibson County,18,51,12.1,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Grant County,18,53,4.5,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Greene County,18,55,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Hamilton County,18,57,4.2,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Hancock County,18,59,9.8,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Harrison County,18,61,5.0,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Hendricks County,18,63,5.6,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Henry County,18,65,2.0,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Howard County,18,67,1.2,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Huntington County,18,69,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Jackson County,18,71,6.5,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Jasper County,18,73,6.0,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Jay County,18,75,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Jefferson County,18,77,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Jennings County,18,79,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Johnson County,18,81,7.3,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Knox County,18,83,11.1,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Kosciusko County,18,85,2.5,0.1–6.5
Primary and secondary syphilis,2021,Indiana,LaGrange County,18,87,4.9,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Lake County,18,89,11.4,6.6–15.4
Primary and secondary syphilis,2021,Indiana,LaPorte County,18,91,3.6,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Lawrence County,18,93,6.7,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Madison County,18,95,12.2,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Marion County,18,97,34.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Indiana,Marshall County,18,99,2.2,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Martin County,18,101,10.2,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Miami County,18,103,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Monroe County,18,105,2.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Montgomery County,18,107,5.3,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Morgan County,18,109,6.9,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Newton County,18,111,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Noble County,18,113,2.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Ohio County,18,115,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Orange County,18,117,5.0,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Owen County,18,119,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Parke County,18,121,6.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Perry County,18,123,10.4,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Pike County,18,125,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Porter County,18,127,5.2,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Posey County,18,129,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Pulaski County,18,131,8.1,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Putnam County,18,133,2.7,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Randolph County,18,135,4.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Ripley County,18,137,3.4,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Rush County,18,139,0.0,0.0
Primary and secondary syphilis,2021,Indiana,St. Joseph County,18,141,5.9,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Scott County,18,143,4.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Shelby County,18,145,11.1,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Spencer County,18,147,5.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Starke County,18,149,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Steuben County,18,151,5.8,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Sullivan County,18,153,4.8,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Switzerland County,18,155,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Tippecanoe County,18,157,17.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Indiana,Tipton County,18,159,6.5,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Union County,18,161,14.2,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Vanderburgh County,18,163,28.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Indiana,Vermillion County,18,165,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Vigo County,18,167,4.7,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Wabash County,18,169,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Warren County,18,171,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Warrick County,18,173,9.3,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Washington County,18,175,0.0,0.0
Primary and secondary syphilis,2021,Indiana,Wayne County,18,177,10.5,6.6–15.4
Primary and secondary syphilis,2021,Indiana,Wells County,18,179,7.1,6.6–15.4
Primary and secondary syphilis,2021,Indiana,White County,18,181,4.1,0.1–6.5
Primary and secondary syphilis,2021,Indiana,Whitley County,18,183,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Adair County,19,1,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Adams County,19,3,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Allamakee County,19,5,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Appanoose County,19,7,8.2,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Audubon County,19,9,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Benton County,19,11,3.9,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Black Hawk County,19,13,16.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Boone County,19,15,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Bremer County,19,17,4.0,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Buchanan County,19,19,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Buena Vista County,19,21,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Butler County,19,23,7.0,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Calhoun County,19,25,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Carroll County,19,27,4.8,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Cass County,19,29,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Cedar County,19,31,5.4,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Cerro Gordo County,19,33,7.0,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Cherokee County,19,35,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Chickasaw County,19,37,8.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Clarke County,19,39,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Clay County,19,41,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Clayton County,19,43,5.9,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Clinton County,19,45,10.8,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Crawford County,19,47,12.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Dallas County,19,49,5.8,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Davis County,19,51,10.9,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Decatur County,19,53,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Delaware County,19,55,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Des Moines County,19,57,5.2,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Dickinson County,19,59,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Dubuque County,19,61,6.1,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Emmet County,19,63,10.7,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Fayette County,19,65,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Floyd County,19,67,6.5,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Franklin County,19,69,10.0,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Fremont County,19,71,15.2,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Greene County,19,73,22.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Grundy County,19,75,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Guthrie County,19,77,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Hamilton County,19,79,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Hancock County,19,81,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Hardin County,19,83,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Harrison County,19,85,6.8,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Henry County,19,87,14.7,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Howard County,19,89,21.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Humboldt County,19,91,10.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Ida County,19,93,14.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Iowa County,19,95,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Jackson County,19,97,5.2,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Jasper County,19,99,15.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Jefferson County,19,101,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Johnson County,19,103,22.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Jones County,19,105,4.8,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Keokuk County,19,107,10.1,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Kossuth County,19,109,6.9,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Lee County,19,111,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Linn County,19,113,4.8,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Louisa County,19,115,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Lucas County,19,117,11.5,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Lyon County,19,119,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Madison County,19,121,11.9,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Mahaska County,19,123,4.5,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Marion County,19,125,6.0,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Marshall County,19,127,2.5,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Mills County,19,129,6.9,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Mitchell County,19,131,9.5,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Monona County,19,133,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Monroe County,19,135,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Montgomery County,19,137,9.7,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Muscatine County,19,139,7.0,6.6–15.4
Primary and secondary syphilis,2021,Iowa,O'Brien County,19,141,7.1,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Osceola County,19,143,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Page County,19,145,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Palo Alto County,19,147,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Plymouth County,19,149,15.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Pocahontas County,19,151,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Polk County,19,153,24.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Pottawattamie County,19,155,21.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Iowa,Poweshiek County,19,157,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Ringgold County,19,159,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Sac County,19,161,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Scott County,19,163,10.3,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Shelby County,19,165,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Sioux County,19,167,8.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Story County,19,169,8.0,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Tama County,19,171,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Taylor County,19,173,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Union County,19,175,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Van Buren County,19,177,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Wapello County,19,179,2.8,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Warren County,19,181,9.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Washington County,19,183,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Wayne County,19,185,15.4,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Webster County,19,187,2.7,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Winnebago County,19,189,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Winneshiek County,19,191,5.0,0.1–6.5
Primary and secondary syphilis,2021,Iowa,Woodbury County,19,193,14.2,6.6–15.4
Primary and secondary syphilis,2021,Iowa,Worth County,19,195,0.0,0.0
Primary and secondary syphilis,2021,Iowa,Wright County,19,197,7.8,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Allen County,20,1,16.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Anderson County,20,3,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Atchison County,20,5,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Barber County,20,7,24.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Barton County,20,9,4.0,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Bourbon County,20,11,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Brown County,20,13,21.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Butler County,20,15,2.9,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Chase County,20,17,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Chautauqua County,20,19,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Cherokee County,20,21,15.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Cheyenne County,20,23,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Clark County,20,25,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Clay County,20,27,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Cloud County,20,29,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Coffey County,20,31,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Comanche County,20,33,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Cowley County,20,35,5.8,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Crawford County,20,37,5.1,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Decatur County,20,39,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Dickinson County,20,41,5.4,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Doniphan County,20,43,13.4,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Douglas County,20,45,5.9,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Edwards County,20,47,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Elk County,20,49,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Ellis County,20,51,3.5,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Ellsworth County,20,53,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Finney County,20,55,5.2,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Ford County,20,57,11.7,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Franklin County,20,59,7.7,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Geary County,20,61,25.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Gove County,20,63,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Graham County,20,65,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Grant County,20,67,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Gray County,20,69,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Greeley County,20,71,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Greenwood County,20,73,16.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Hamilton County,20,75,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Harper County,20,77,18.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Harvey County,20,79,11.8,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Haskell County,20,81,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Hodgeman County,20,83,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Jackson County,20,85,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Jefferson County,20,87,10.9,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Jewell County,20,89,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Johnson County,20,91,12.2,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Kearny County,20,93,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Kingman County,20,95,27.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Kiowa County,20,97,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Labette County,20,99,5.0,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Lane County,20,101,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Leavenworth County,20,103,7.3,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Lincoln County,20,105,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Linn County,20,107,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Logan County,20,109,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Lyon County,20,111,0.0,0.0
Primary and secondary syphilis,2021,Kansas,McPherson County,20,113,3.3,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Marion County,20,115,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Marshall County,20,117,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Meade County,20,119,24.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Miami County,20,121,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Mitchell County,20,123,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Montgomery County,20,125,19.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Morris County,20,127,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Morton County,20,129,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Nemaha County,20,131,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Neosho County,20,133,6.3,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Ness County,20,135,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Norton County,20,137,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Osage County,20,139,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Osborne County,20,141,28.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Ottawa County,20,143,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Pawnee County,20,145,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Phillips County,20,147,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Pottawatomie County,20,149,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Pratt County,20,151,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Rawlins County,20,153,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Reno County,20,155,3.3,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Republic County,20,157,21.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Rice County,20,159,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Riley County,20,161,1.4,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Rooks County,20,163,20.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Rush County,20,165,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Russell County,20,167,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Saline County,20,169,9.3,6.6–15.4
Primary and secondary syphilis,2021,Kansas,Scott County,20,171,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Sedgwick County,20,173,17.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kansas,Seward County,20,175,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Shawnee County,20,177,4.5,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Sheridan County,20,179,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Sherman County,20,181,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Smith County,20,183,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Stafford County,20,185,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Stanton County,20,187,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Stevens County,20,189,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Sumner County,20,191,4.5,0.1–6.5
Primary and secondary syphilis,2021,Kansas,Thomas County,20,193,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Trego County,20,195,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Wabaunsee County,20,197,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Wallace County,20,199,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Washington County,20,201,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Wichita County,20,203,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Wilson County,20,205,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Woodson County,20,207,0.0,0.0
Primary and secondary syphilis,2021,Kansas,Wyandotte County,20,209,27.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kentucky,Adair County,21,1,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Allen County,21,3,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Anderson County,21,5,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Ballard County,21,7,13.0,6.6–15.4
Primary and secondary syphilis,2021,Kentucky,Barren County,21,9,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Bath County,21,11,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Bell County,21,13,25.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Kentucky,Boone County,21,15,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Bourbon County,21,17,4.9,0.1–6.5
Primary and secondary syphilis,2021,Kentucky,Boyd County,21,19,8.4,6.6–15.4
Primary and secondary syphilis,2021,Kentucky,Boyle County,21,21,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Bracken County,21,23,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Breathitt County,21,25,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Breckinridge County,21,27,9.7,6.6–15.4
Primary and secondary syphilis,2021,Kentucky,Bullitt County,21,29,8.4,6.6–15.4
Primary and secondary syphilis,2021,Kentucky,Butler County,21,31,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Caldwell County,21,33,7.9,6.6–15.4
Primary and secondary syphilis,2021,Kentucky,Calloway County,21,35,2.7,0.1–6.5
Primary and secondary syphilis,2021,Kentucky,Campbell County,21,37,4.3,0.1–6.5
Primary and secondary syphilis,2021,Kentucky,Carlisle County,21,39,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Carroll County,21,41,0.0,0.0
Primary and secondary syphilis,2021,Kentucky,Carter County,21,43,3.8,0.1–6.5
